dataset_filter,feature_set,model_type,hyperparameters,feature_count,train_accuracy,validation_accuracy,validation_roc_auc,validation_log_loss,validation_brier_score,test_accuracy,test_roc_auc,test_log_loss,test_brier_score
all_games,era_adjusted_core,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'balanced'}",66,0.6507,0.6324,0.6793,0.6423,0.2252,0.6444,0.6918,0.6375,0.2223
all_games,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'None'}",7,0.6572,0.6379,0.6789,0.6423,0.2247,0.6413,0.6842,0.6682,0.2287
all_games,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'None'}",7,0.6572,0.6382,0.6789,0.6423,0.2247,0.6413,0.6842,0.668,0.2287
all_games,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'None'}",7,0.6572,0.6382,0.6789,0.6423,0.2247,0.6413,0.6842,0.6679,0.2287
all_games,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'None'}",7,0.657,0.6376,0.679,0.6423,0.2247,0.6422,0.6837,0.672,0.2293
all_games,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'None'}",7,0.6574,0.6376,0.6789,0.6423,0.2247,0.6415,0.6841,0.6693,0.2289
all_games,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'None'}",7,0.6571,0.6379,0.6789,0.6423,0.2247,0.6413,0.6842,0.6682,0.2287
all_games,era_adjusted_core,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'balanced'}",66,0.651,0.636,0.678,0.6424,0.2253,0.639,0.6842,0.6428,0.2245
playoffs_only,minimal_strong_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'balanced'}",9,0.6274,0.604,0.6741,0.6424,0.2258,0.5791,0.6254,0.6675,0.2376
all_games,era_adjusted_core,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'balanced'}",66,0.6509,0.6357,0.6782,0.6424,0.2253,0.6346,0.6799,0.6408,0.2244
all_games,minimal_era_adjusted_diff,RandomForest,"{'n_estimators': 300, 'max_depth': 8}",7,0.6944,0.6409,0.6756,0.6425,0.2251,0.6384,0.6868,0.6386,0.2233
all_games,era_adjusted_core,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'None'}",66,0.6679,0.6302,0.6773,0.6427,0.2254,0.6173,0.6533,0.6707,0.2354
all_games,era_adjusted_core,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'balanced'}",66,0.6509,0.6343,0.6772,0.6427,0.2254,0.6133,0.6503,0.6737,0.2363
all_games,era_adjusted_core,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'None'}",66,0.6675,0.6291,0.6772,0.6427,0.2254,0.6238,0.664,0.6599,0.2314
all_games,era_adjusted_core,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",66,0.6514,0.6349,0.6772,0.6427,0.2254,0.6181,0.6603,0.6623,0.2322
all_games,era_adjusted_core,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'balanced'}",66,0.6514,0.6362,0.6772,0.6428,0.2254,0.61,0.6432,0.686,0.24
all_games,era_adjusted_core,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'balanced'}",66,0.6514,0.636,0.6772,0.6428,0.2254,0.61,0.6414,0.689,0.2409
all_games,era_adjusted_core,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'balanced'}",66,0.651,0.6362,0.6772,0.6428,0.2254,0.6117,0.6431,0.6866,0.2402
all_games,era_adjusted_core,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'None'}",66,0.6679,0.6302,0.6773,0.6428,0.2254,0.6142,0.6484,0.6788,0.2378
all_games,era_adjusted_core,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",66,0.6513,0.636,0.6771,0.6428,0.2255,0.6106,0.645,0.6826,0.239
all_games,era_adjusted_core,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'None'}",66,0.668,0.6299,0.6773,0.6428,0.2255,0.6135,0.6464,0.6821,0.2388
all_games,era_adjusted_core,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'None'}",66,0.6679,0.6302,0.6773,0.6428,0.2255,0.615,0.6448,0.6844,0.2395
all_games,era_adjusted_core,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'None'}",66,0.6678,0.6302,0.6773,0.6428,0.2255,0.6135,0.6469,0.6805,0.2384
playoffs_only,regular_core_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'balanced'}",15,0.6285,0.612,0.6752,0.6428,0.2259,0.5791,0.619,0.6701,0.2388
regular_season_only,era_adjusted_core,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'balanced'}",66,0.6509,0.634,0.6811,0.6429,0.2254,0.645,0.6981,0.6316,0.2202
all_games,era_adjusted_diff_only,HistGradientBoosting,"{'max_iter': 300, 'learning_rate': 0.05}",17,0.6949,0.6362,0.6758,0.643,0.2255,0.6415,0.6875,0.637,0.2228
playoffs_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'balanced'}",17,0.6291,0.628,0.675,0.6431,0.2259,0.5881,0.6218,0.6679,0.2379
regular_season_only,regular_core_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'balanced'}",15,0.6526,0.6343,0.6797,0.6431,0.2255,0.6494,0.6986,0.6319,0.2203
regular_season_only,regular_core_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'balanced'}",15,0.6521,0.6319,0.6796,0.6433,0.2256,0.6479,0.6981,0.6321,0.2203
regular_season_only,minimal_strong_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'balanced'}",9,0.6497,0.6343,0.6807,0.6433,0.2255,0.652,0.6994,0.6314,0.22
playoffs_only,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",70,0.6256,0.62,0.6663,0.6434,0.2268,0.5821,0.6177,0.6814,0.2436
playoffs_only,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'balanced'}",70,0.6368,0.628,0.6682,0.6434,0.2269,0.5791,0.618,0.6828,0.2441
regular_season_only,regular_core_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'balanced'}",15,0.6525,0.6334,0.6792,0.6435,0.2257,0.6477,0.6977,0.6322,0.2204
regular_season_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'balanced'}",17,0.6468,0.6296,0.6796,0.6435,0.2257,0.6469,0.6915,0.6447,0.2241
regular_season_only,regular_core_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'balanced'}",15,0.6525,0.6331,0.6792,0.6435,0.2257,0.6465,0.6976,0.6323,0.2204
regular_season_only,regular_core_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'balanced'}",15,0.6524,0.6325,0.6792,0.6435,0.2257,0.6477,0.6976,0.6323,0.2204
regular_season_only,regular_core_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",15,0.6524,0.6337,0.6792,0.6435,0.2257,0.6477,0.6977,0.6322,0.2204
regular_season_only,regular_core_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'balanced'}",15,0.6525,0.6334,0.6792,0.6435,0.2257,0.6477,0.6977,0.6322,0.2204
regular_season_only,regular_core_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",15,0.6525,0.6337,0.6793,0.6435,0.2256,0.6469,0.6978,0.6322,0.2203
regular_season_only,era_adjusted_diff_only,HistGradientBoosting,"{'max_iter': 300, 'learning_rate': 0.05}",17,0.6957,0.637,0.6723,0.6436,0.2257,0.644,0.6895,0.6355,0.2222
regular_season_only,regular_core_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'balanced'}",15,0.6519,0.6331,0.6794,0.6436,0.2257,0.6477,0.6978,0.6323,0.2204
all_games,era_adjusted_core,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'balanced'}",66,0.6496,0.6371,0.6796,0.6437,0.2257,0.6426,0.6943,0.6337,0.2212
regular_season_only,minimal_strong_diff,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'balanced'}",9,0.6511,0.6349,0.6806,0.6437,0.2255,0.6514,0.6994,0.6313,0.2199
regular_season_only,minimal_strong_diff,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'balanced'}",9,0.6512,0.6349,0.6806,0.6437,0.2255,0.6512,0.6994,0.6313,0.2199
regular_season_only,minimal_strong_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'balanced'}",9,0.6511,0.6361,0.6806,0.6437,0.2255,0.6518,0.6994,0.6313,0.2199
regular_season_only,minimal_strong_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",9,0.6509,0.6352,0.6806,0.6437,0.2255,0.6512,0.6994,0.6313,0.2199
regular_season_only,minimal_strong_diff,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",9,0.6509,0.6352,0.6806,0.6437,0.2255,0.6512,0.6994,0.6313,0.2199
regular_season_only,minimal_strong_diff,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'balanced'}",9,0.651,0.6352,0.6806,0.6437,0.2255,0.6512,0.6994,0.6313,0.2199
regular_season_only,minimal_strong_diff,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'balanced'}",9,0.651,0.6352,0.6806,0.6437,0.2255,0.6512,0.6994,0.6313,0.2199
all_games,regular_core_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'balanced'}",15,0.6506,0.6349,0.6788,0.6438,0.2258,0.6455,0.6945,0.6341,0.2213
regular_season_only,minimal_strong_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'balanced'}",9,0.651,0.6343,0.6805,0.6438,0.2256,0.6514,0.6993,0.6314,0.22
playoffs_only,minimal_strong_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'balanced'}",9,0.6297,0.64,0.6721,0.6438,0.2263,0.594,0.6223,0.6676,0.2376
regular_season_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'balanced'}",17,0.6463,0.6346,0.6789,0.6439,0.226,0.6411,0.6847,0.6623,0.2283
regular_season_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",17,0.6462,0.6373,0.6784,0.644,0.226,0.6393,0.6797,0.6765,0.2315
regular_season_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'balanced'}",17,0.646,0.6373,0.6784,0.644,0.226,0.6395,0.6792,0.6779,0.2318
regular_season_only,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'balanced'}",196,0.654,0.6325,0.6859,0.644,0.2262,0.6358,0.696,0.6364,0.2229
all_games,regular_core_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'balanced'}",15,0.6514,0.6346,0.6785,0.644,0.2259,0.644,0.6939,0.6344,0.2214
all_games,minimal_strong_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'balanced'}",9,0.6486,0.636,0.6795,0.644,0.2258,0.647,0.6951,0.6336,0.2211
regular_season_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'balanced'}",17,0.6457,0.6352,0.6786,0.644,0.226,0.6424,0.6836,0.6638,0.2288
regular_season_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",17,0.6461,0.6364,0.6784,0.6441,0.2261,0.6395,0.6789,0.6788,0.232
regular_season_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'balanced'}",17,0.6462,0.6361,0.6784,0.6441,0.2261,0.6395,0.6789,0.6791,0.2321
regular_season_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'balanced'}",17,0.6462,0.6361,0.6784,0.6441,0.2261,0.6395,0.6789,0.6791,0.2321
regular_season_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'balanced'}",17,0.6462,0.637,0.6784,0.6441,0.2261,0.6395,0.6788,0.6798,0.2322
all_games,regular_core_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",15,0.6508,0.636,0.6783,0.6442,0.2259,0.6424,0.6934,0.6346,0.2215
regular_season_only,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'balanced'}",7,0.6445,0.6337,0.6807,0.6442,0.2257,0.643,0.6888,0.6633,0.2274
all_games,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'balanced'}",17,0.6451,0.6299,0.6785,0.6442,0.226,0.6449,0.6876,0.647,0.2251
all_games,regular_core_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'balanced'}",15,0.6503,0.636,0.6785,0.6442,0.2259,0.6422,0.6936,0.6346,0.2214
all_games,regular_core_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'balanced'}",15,0.6507,0.6368,0.6783,0.6442,0.2259,0.6424,0.6933,0.6347,0.2215
all_games,regular_core_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'balanced'}",15,0.6507,0.6365,0.6783,0.6442,0.2259,0.6424,0.6933,0.6347,0.2215
all_games,regular_core_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'balanced'}",15,0.6507,0.6365,0.6783,0.6442,0.2259,0.6424,0.6933,0.6347,0.2215
all_games,regular_core_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",15,0.6508,0.6365,0.6783,0.6442,0.2259,0.6426,0.6933,0.6347,0.2215
all_games,regular_core_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'balanced'}",15,0.6508,0.6371,0.6783,0.6442,0.2259,0.642,0.6933,0.6347,0.2215
playoffs_only,minimal_strong_diff,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'balanced'}",9,0.635,0.644,0.6706,0.6443,0.2265,0.5881,0.622,0.6693,0.2383
all_games,minimal_strong_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'balanced'}",9,0.6492,0.6379,0.6793,0.6444,0.2258,0.6467,0.6951,0.6337,0.221
regular_season_only,regular_core_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'balanced'}",15,0.6506,0.6325,0.6798,0.6444,0.226,0.6465,0.6981,0.6328,0.2206
all_games,minimal_strong_diff,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'balanced'}",9,0.6496,0.6384,0.6793,0.6445,0.2259,0.648,0.6951,0.6337,0.221
all_games,minimal_strong_diff,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'balanced'}",9,0.6495,0.6379,0.6793,0.6445,0.2259,0.6474,0.6951,0.6337,0.221
all_games,minimal_strong_diff,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'balanced'}",9,0.6495,0.6379,0.6793,0.6445,0.2259,0.6474,0.6951,0.6337,0.221
all_games,minimal_strong_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",9,0.6495,0.6379,0.6793,0.6445,0.2259,0.6472,0.6951,0.6337,0.221
all_games,minimal_strong_diff,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'balanced'}",9,0.6496,0.6382,0.6793,0.6445,0.2259,0.6476,0.6951,0.6337,0.221
all_games,minimal_strong_diff,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",9,0.6494,0.6379,0.6793,0.6445,0.2259,0.6474,0.6951,0.6337,0.221
playoffs_only,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'balanced'}",70,0.6279,0.64,0.6762,0.6445,0.2265,0.6149,0.6279,0.6604,0.2341
all_games,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'balanced'}",17,0.6446,0.6349,0.6779,0.6446,0.2262,0.6378,0.6804,0.6645,0.2295
all_games,minimal_strong_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'balanced'}",9,0.649,0.6376,0.6792,0.6446,0.2259,0.6468,0.695,0.6338,0.2211
all_games,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'balanced'}",17,0.6446,0.6351,0.678,0.6446,0.2262,0.6392,0.6813,0.6635,0.2291
regular_season_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'balanced'}",17,0.6453,0.6355,0.6799,0.6446,0.2262,0.6444,0.689,0.651,0.2258
playoffs_only,minimal_strong_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",9,0.6327,0.64,0.6699,0.6446,0.2266,0.5881,0.6211,0.6696,0.2384
all_games,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'balanced'}",17,0.6448,0.6362,0.6776,0.6447,0.2263,0.6361,0.6763,0.6772,0.2323
all_games,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",17,0.6446,0.636,0.6777,0.6447,0.2263,0.6357,0.6767,0.6761,0.2321
all_games,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",17,0.6448,0.6357,0.6776,0.6447,0.2263,0.6367,0.6759,0.6785,0.2326
all_games,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'balanced'}",17,0.6449,0.6357,0.6776,0.6447,0.2263,0.6367,0.6758,0.6787,0.2326
all_games,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'balanced'}",17,0.6449,0.6357,0.6776,0.6447,0.2263,0.6367,0.6759,0.6787,0.2326
all_games,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'balanced'}",17,0.6446,0.6368,0.6776,0.6447,0.2263,0.6361,0.6759,0.6784,0.2325
playoffs_only,percentile_core,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'balanced'}",51,0.6014,0.604,0.6661,0.6447,0.2271,0.591,0.615,0.6636,0.2359
all_games,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'balanced'}",196,0.6527,0.6315,0.6842,0.6449,0.2265,0.6342,0.692,0.6382,0.2237
all_games,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'balanced'}",7,0.6417,0.6313,0.6794,0.6449,0.226,0.6392,0.6842,0.6661,0.2287
regular_season_only,minimal_strong_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'balanced'}",9,0.6484,0.6334,0.68,0.6449,0.2261,0.6448,0.6985,0.6325,0.2205
playoffs_only,minimal_strong_diff,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'balanced'}",9,0.6321,0.644,0.6692,0.645,0.2268,0.5851,0.6211,0.6702,0.2386
playoffs_only,minimal_strong_diff,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'balanced'}",9,0.6321,0.644,0.6692,0.645,0.2268,0.5851,0.6211,0.6702,0.2386
all_games,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'None'}",70,0.6662,0.6296,0.6702,0.645,0.2264,0.6478,0.696,0.6325,0.2206
playoffs_only,minimal_strong_diff,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'balanced'}",9,0.6327,0.644,0.6697,0.645,0.2268,0.5851,0.6207,0.6701,0.2386
playoffs_only,minimal_strong_diff,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",9,0.6327,0.644,0.6687,0.645,0.2268,0.591,0.6205,0.6701,0.2386
all_games,regular_core_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'balanced'}",15,0.6488,0.6338,0.6785,0.6451,0.2263,0.6436,0.6939,0.6351,0.2217
playoffs_only,regular_core_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'balanced'}",15,0.6309,0.648,0.6708,0.6451,0.2268,0.5881,0.6176,0.6723,0.2396
regular_season_only,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'balanced'}",49,0.6526,0.6316,0.6797,0.6452,0.2265,0.6477,0.6982,0.631,0.2199
regular_season_only,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'balanced'}",7,0.6442,0.6308,0.6803,0.6452,0.226,0.6432,0.6882,0.6728,0.2288
regular_season_only,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",7,0.6447,0.6313,0.6802,0.6452,0.226,0.6434,0.6884,0.6709,0.2285
regular_season_only,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",7,0.6445,0.6319,0.6802,0.6452,0.226,0.6436,0.6885,0.6698,0.2284
regular_season_only,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'balanced'}",49,0.6527,0.6302,0.6805,0.6452,0.2265,0.6481,0.6994,0.6313,0.22
regular_season_only,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'balanced'}",70,0.653,0.6305,0.6792,0.6452,0.2265,0.6459,0.6978,0.6315,0.2201
regular_season_only,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'balanced'}",70,0.6527,0.6302,0.6805,0.6452,0.2265,0.6481,0.6994,0.6313,0.22
regular_season_only,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'balanced'}",49,0.653,0.6305,0.6792,0.6452,0.2265,0.6459,0.6978,0.6315,0.2201
regular_season_only,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'balanced'}",70,0.6525,0.6319,0.6797,0.6452,0.2265,0.6479,0.6983,0.631,0.2199
regular_season_only,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'balanced'}",7,0.6446,0.6325,0.6801,0.6452,0.226,0.6438,0.6887,0.667,0.228
regular_season_only,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'balanced'}",7,0.6445,0.6316,0.6802,0.6452,0.226,0.6436,0.6885,0.6696,0.2283
regular_season_only,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'balanced'}",7,0.6446,0.6316,0.6802,0.6452,0.226,0.6436,0.6885,0.6697,0.2284
regular_season_only,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'balanced'}",7,0.6445,0.6316,0.6802,0.6452,0.226,0.6434,0.6885,0.6696,0.2283
regular_season_only,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'balanced'}",7,0.6446,0.6319,0.6802,0.6452,0.226,0.6436,0.6885,0.6696,0.2283
